"name","id","nametype","recclass","mass..g.","fall","year","reclat","reclong","GeoLocation","Epoch..TDB.","e","i..deg.","w..deg.","Node..deg.","q..AU.","Q..AU.","P..yr.","MOID..AU.","A1..AU.d.2.","A2..AU.d.2.","A3..AU.d.2.","DT..d.","ref","Object_name","crush","avg_speed"
"Elephant Moraine 83377",8013,"Valid","H5",151.7,"Found",1983,-76.2875,157.21167,"(-76.2875, 157.21167)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Elephant Moraine 83380",8016,"Valid","LL6",118.5,"Found",1983,-76.29278,157.18028,"(-76.29278, 157.18028)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Elephant Moraine 83382",8017,"Valid","H6",11.6,"Found",1983,-76.2975,157.24083,"(-76.2975, 157.24083)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Elephant Moraine 83384",8019,"Valid","L6",21.7,"Found",1983,-76.26861,157.18528,"(-76.26861, 157.18528)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Elephant Moraine 83385",8020,"Valid","H6",3.9,"Found",1983,-76.27167,157.2025,"(-76.27167, 157.2025)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Elephant Moraine 83386",8021,"Valid","L5",37.8,"Found",1983,-76.29139,157.15333,"(-76.29139, 157.15333)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Elephant Moraine 83387",8022,"Valid","L6",80.9,"Found",1983,-76.32528,157.18639,"(-76.32528, 157.18639)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Elephant Moraine 83389",8024,"Valid","CM2",19.2,"Found",1983,-76.29944,157.24055,"(-76.29944, 157.24055)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Elephant Moraine 83390",8025,"Valid","Iron, IIE-an",15.2,"Found",1983,-76.32917,157.19583,"(-76.32917, 157.19583)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Elephant Moraine 83391",8026,"Valid","LL6",90.7,"Found",1983,-76.29667,157.26805,"(-76.29667, 157.26805)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Elephant Moraine 83392",8027,"Valid","L6",163.8,"Found",1983,-76.32444,157.17917,"(-76.32444, 157.17917)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Elephant Moraine 83394",8029,"Valid","H6",54.3,"Found",1983,-76.32861,157.22417,"(-76.32861, 157.22417)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Elephant Moraine 83395",8030,"Valid","L3.2-3.6",65.3,"Found",1983,-76.29639,157.22861,"(-76.29639, 157.22861)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Elephant Moraine 83396",8031,"Valid","L6",198.3,"Found",1983,-76.305,157.19611,"(-76.305, 157.19611)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Elephant Moraine 83397",8032,"Valid","H6",32.1,"Found",1983,-76.28667,157.24722,"(-76.28667, 157.24722)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Elephant Moraine 83400",8035,"Valid","H5",112.9,"Found",1983,-76.32917,157.20167,"(-76.32917, 157.20167)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Elephant Moraine 83402",8037,"Valid","H5",50.3,"Found",1983,-76.32778,157.23222,"(-76.32778, 157.23222)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Elephant Moraine 84300",8039,"Valid","Iron, IAB-ung",72.2,"Found",1984,-76.32,157.2575,"(-76.32, 157.2575)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Elephant Moraine 84301",8040,"Valid","L6",75.1,"Found",1984,-76.2875,157.22111,"(-76.2875, 157.22111)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Elephant Moraine 84303",8042,"Valid","H5",57.5,"Found",1984,-76.30917,157.19083,"(-76.30917, 157.19083)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Elephant Moraine 84304",8043,"Valid","L6",152.2,"Found",1984,-76.31444,157.18528,"(-76.31444, 157.18528)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Elephant Moraine 84306",8045,"Valid","H6",3.5,"Found",1984,-76.28222,157.24695,"(-76.28222, 157.24695)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Elephant Moraine 86802",8050,"Valid","H4",29.6,"Found",1986,-76.32862,157.22718,"(-76.32862, 157.22718)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Elephant Moraine 87500",8051,"Valid","Mesosiderite-B",8132,"Found",1987,-76.05029,156.07013,"(-76.05029, 156.07013)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Elephant Moraine 87501",8052,"Valid","Mesosiderite",4403,"Found",1987,-76.04325,156.08694,"(-76.04325, 156.08694)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Elephant Moraine 87502",8053,"Valid","L6",1810.1,"Found",1987,-76.28503,156.49716,"(-76.28503, 156.49716)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Elephant Moraine 87505",8056,"Valid","Iron, IAB-ung",14.5,"Found",1987,-76.18333,157.16667,"(-76.18333, 157.16667)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Elephant Moraine 87506",8057,"Valid","Iron, IAB-ung",15.2,"Found",1987,-76.18333,157.16667,"(-76.18333, 157.16667)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Elephant Moraine 87508",8059,"Valid","CK5",13.4,"Found",1987,-76.28142,156.45306,"(-76.28142, 156.45306)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Elephant Moraine 87510",8061,"Valid","Eucrite-pmict",250.3,"Found",1987,-76.28514,157.2449,"(-76.28514, 157.2449)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Elephant Moraine 87512",8063,"Valid","Howardite",181.6,"Found",1987,-76.18333,157.16667,"(-76.18333, 157.16667)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Elephant Moraine 87513",8064,"Valid","Howardite",394.5,"Found",1987,-76.2727,156.46332,"(-76.2727, 156.46332)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Elephant Moraine 87514",8065,"Valid","CK5",33.6,"Found",1987,-76.26669,156.48615,"(-76.26669, 156.48615)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Elephant Moraine 87515",8066,"Valid","L6",588.1,"Found",1987,-76.05805,156.3874,"(-76.05805, 156.3874)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Elephant Moraine 87516",8067,"Valid","Iron, ungrouped",36,"Found",1987,-76.18333,157.16667,"(-76.18333, 157.16667)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Elephant Moraine 87517",8068,"Valid","Ureilite",272.6,"Found",1987,-76.18333,157.16667,"(-76.18333, 157.16667)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Elephant Moraine 87518",8069,"Valid","Eucrite-pmict",349.6,"Found",1987,-76.28562,157.24155,"(-76.28562, 157.24155)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Elephant Moraine 87519",8070,"Valid","CK5",23.2,"Found",1987,-76.28341,156.43938,"(-76.28341, 156.43938)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Elephant Moraine 87520",8071,"Valid","Eucrite-Mg rich",52.3,"Found",1987,-76.18333,157.16667,"(-76.18333, 157.16667)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Elephant Moraine 87521",8072,"Valid","Lunar (basalt)",30.7,"Found",1987,-76.18333,157.16667,"(-76.18333, 157.16667)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Elephant Moraine 87522",8073,"Valid","CM2",68.6,"Found",1987,-76.26807,156.51352,"(-76.26807, 156.51352)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Elephant Moraine 87527",8077,"Valid","CK5",5.8,"Found",1987,-76.27543,156.50174,"(-76.27543, 156.50174)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Elephant Moraine 87528",8078,"Valid","Howardite",40.5,"Found",1987,-76.27318,156.47307,"(-76.27318, 156.47307)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Elephant Moraine 87529",8079,"Valid","CK5",35.7,"Found",1987,-76.28527,156.4552,"(-76.28527, 156.4552)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Elephant Moraine 87530",8080,"Valid","Diogenite",5,"Found",1987,-76.18333,157.16667,"(-76.18333, 157.16667)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Elephant Moraine 87531",8081,"Valid","Eucrite-pmict",527.2,"Found",1987,-76.2826,157.23989,"(-76.2826, 157.23989)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Elephant Moraine 87532",8082,"Valid","Eucrite-pmict",193.5,"Found",1987,-76.2854,157.24495,"(-76.2854, 157.24495)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Elephant Moraine 87533",8083,"Valid","L6",7364.8,"Found",1987,-76.18333,157.16667,"(-76.18333, 157.16667)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Elephant Moraine 87537",8087,"Valid","H5",3702,"Found",1987,-76.27247,157.15495,"(-76.27247, 157.15495)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Elephant Moraine 87541",8091,"Valid","L6",1161.4,"Found",1987,-75.98619,155.69836,"(-75.98619, 155.69836)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Elephant Moraine 87542",8092,"Valid","Eucrite-br",608.6,"Found",1987,-76.18333,157.16667,"(-76.18333, 157.16667)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Elephant Moraine 87543",8093,"Valid","H6",1761.9,"Found",1987,-76.18333,157.16667,"(-76.18333, 157.16667)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Elephant Moraine 87546",8096,"Valid","H6",2018.2,"Found",1987,-76.18333,157.16667,"(-76.18333, 157.16667)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Elephant Moraine 87548",8098,"Valid","Eucrite-Mg rich",560.2,"Found",1987,-76.27148,157.20281,"(-76.27148, 157.20281)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Elephant Moraine 87552",8102,"Valid","H6",535.1,"Found",1987,-76.04887,156.35829,"(-76.04887, 156.35829)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Elephant Moraine 87560",8110,"Valid","H5",389.9,"Found",1987,-76.18333,157.16667,"(-76.18333, 157.16667)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Elephant Moraine 87561",8111,"Valid","L6",304.6,"Found",1987,-76.28273,157.18088,"(-76.28273, 157.18088)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Elephant Moraine 87562",8112,"Valid","H6",308.3,"Found",1987,-76.18333,157.16667,"(-76.18333, 157.16667)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Elephant Moraine 87564",8114,"Valid","L4",471,"Found",1987,-76.18333,157.16667,"(-76.18333, 157.16667)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Elephant Moraine 87565",8115,"Valid","H6",343.7,"Found",1987,-76.26614,157.05846,"(-76.26614, 157.05846)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Elephant Moraine 87570",8120,"Valid","L5",307.7,"Found",1987,-76.18333,157.16667,"(-76.18333, 157.16667)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Elephant Moraine 87574",8124,"Valid","L6",238.5,"Found",1987,-76.18333,157.16667,"(-76.18333, 157.16667)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Elephant Moraine 87576",8126,"Valid","H5",327.5,"Found",1987,-76.28528,157.17764,"(-76.28528, 157.17764)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Elephant Moraine 87577",8127,"Valid","H5",147.9,"Found",1987,-76.26584,156.49606,"(-76.26584, 156.49606)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Elephant Moraine 87578",8128,"Valid","L6",350,"Found",1987,-76.18333,157.16667,"(-76.18333, 157.16667)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Elephant Moraine 87580",8130,"Valid","L6",286.5,"Found",1987,-76.26862,156.52022,"(-76.26862, 156.52022)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Elephant Moraine 87583",8133,"Valid","L6",201.3,"Found",1987,-76.05861,156.38781,"(-76.05861, 156.38781)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Elephant Moraine 87584",8134,"Valid","L6",263.1,"Found",1987,-76.18333,157.16667,"(-76.18333, 157.16667)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Elephant Moraine 87585",8135,"Valid","L5",52.7,"Found",1987,-76.03853,156.1062,"(-76.03853, 156.1062)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Elephant Moraine 87587",8137,"Valid","L6",102.6,"Found",1987,-76.27598,156.50251,"(-76.27598, 156.50251)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Elephant Moraine 87589",8139,"Valid","L6",98.4,"Found",1987,-76.2723,156.47558,"(-76.2723, 156.47558)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Elephant Moraine 87593",8143,"Valid","L6",40.2,"Found",1987,-76.28274,157.1915,"(-76.28274, 157.1915)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Elephant Moraine 87594",8144,"Valid","L6",79.1,"Found",1987,-76.28328,156.48318,"(-76.28328, 156.48318)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Elephant Moraine 87595",8145,"Valid","L5",19.4,"Found",1987,-76.18333,157.16667,"(-76.18333, 157.16667)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Elephant Moraine 87596",8146,"Valid","L6",90,"Found",1987,-76.27292,156.50649,"(-76.27292, 156.50649)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Elephant Moraine 87598",8148,"Valid","L6",22.3,"Found",1987,-76.28156,157.17756,"(-76.28156, 157.17756)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Elephant Moraine 87599",8149,"Valid","L6",15.9,"Found",1987,-76.27028,156.459,"(-76.27028, 156.459)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Elephant Moraine 87600",8150,"Valid","L6",11.7,"Found",1987,-76.26859,156.50778,"(-76.26859, 156.50778)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Elephant Moraine 87601",8151,"Valid","L6",50.1,"Found",1987,-76.26757,156.47883,"(-76.26757, 156.47883)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Elephant Moraine 87602",8152,"Valid","H6",76.7,"Found",1987,-76.18333,157.16667,"(-76.18333, 157.16667)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Elephant Moraine 87603",8153,"Valid","L6",169.8,"Found",1987,-76.27052,156.46121,"(-76.27052, 156.46121)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Elephant Moraine 87604",8154,"Valid","L5",63.6,"Found",1987,-76.28321,157.17235,"(-76.28321, 157.17235)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Elephant Moraine 87605",8155,"Valid","L6",45.1,"Found",1987,-76.27001,156.47318,"(-76.27001, 156.47318)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Elephant Moraine 87608",8158,"Valid","H6",39.4,"Found",1987,-76.27068,156.46558,"(-76.27068, 156.46558)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Elephant Moraine 87610",8160,"Valid","L6",23.4,"Found",1987,-76.27101,156.51318,"(-76.27101, 156.51318)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Elephant Moraine 87611",8161,"Valid","L6",21.2,"Found",1987,-76.27304,156.5146,"(-76.27304, 156.5146)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Elephant Moraine 87612",8162,"Valid","L6",23.6,"Found",1987,-76.27047,156.45847,"(-76.27047, 156.45847)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Elephant Moraine 87613",8163,"Valid","L6",77,"Found",1987,-76.28185,156.48682,"(-76.28185, 156.48682)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Elephant Moraine 87616",8166,"Valid","L6",91.3,"Found",1987,-76.28085,156.49234,"(-76.28085, 156.49234)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Elephant Moraine 87619",8169,"Valid","L6",9.1,"Found",1987,-76.27602,156.50089,"(-76.27602, 156.50089)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Elephant Moraine 87620",8170,"Valid","L6",2.1,"Found",1987,-76.28244,156.459,"(-76.28244, 156.459)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Elephant Moraine 87623",8173,"Valid","L6",81.3,"Found",1987,-76.2795,156.45529,"(-76.2795, 156.45529)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Elephant Moraine 87625",8175,"Valid","L6",22.5,"Found",1987,-76.03337,156.03157,"(-76.03337, 156.03157)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Elephant Moraine 87626",8176,"Valid","L6",71.9,"Found",1987,-76.27909,156.49604,"(-76.27909, 156.49604)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Elephant Moraine 87628",8178,"Valid","L6",11.7,"Found",1987,-76.27715,156.46113,"(-76.27715, 156.46113)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Finger Ridge 01603",10100,"Valid","L5",583.8,"Found",2001,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Elephant Moraine 87633",8183,"Valid","L6",27.9,"Found",1987,-76.27873,156.45591,"(-76.27873, 156.45591)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Elephant Moraine 87635",8185,"Valid","L6",162.3,"Found",1987,-76.28142,156.49151,"(-76.28142, 156.49151)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Elephant Moraine 87638",8188,"Valid","L6",7.7,"Found",1987,-76.28101,156.45283,"(-76.28101, 156.45283)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Elephant Moraine 87639",8189,"Valid","L6",53.4,"Found",1987,-76.27976,156.44902,"(-76.27976, 156.44902)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Elephant Moraine 87640",8190,"Valid","L6",13.8,"Found",1987,-76.28069,156.44904,"(-76.28069, 156.44904)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Elephant Moraine 87641",8191,"Valid","L6",18.5,"Found",1987,-76.28339,156.44065,"(-76.28339, 156.44065)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Elephant Moraine 87644",8194,"Valid","L6",127.3,"Found",1987,-76.26933,156.47035,"(-76.26933, 156.47035)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Elephant Moraine 87645",8195,"Valid","L6",3.8,"Found",1987,-76.28335,156.44432,"(-76.28335, 156.44432)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Elephant Moraine 87646",8196,"Valid","L6",57.2,"Found",1987,-76.2798,156.44699,"(-76.2798, 156.44699)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Elephant Moraine 87648",8198,"Valid","L6",7,"Found",1987,-76.27113,156.46678,"(-76.27113, 156.46678)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Elephant Moraine 87649",8199,"Valid","L6",27,"Found",1987,-76.26942,156.46357,"(-76.26942, 156.46357)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Elephant Moraine 87651",8201,"Valid","L6",45.7,"Found",1987,-76.28343,156.44407,"(-76.28343, 156.44407)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Elephant Moraine 87652",8202,"Valid","L6",72.1,"Found",1987,-76.28203,156.44323,"(-76.28203, 156.44323)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Elephant Moraine 87655",8205,"Valid","L6",93,"Found",1987,-76.18333,157.16667,"(-76.18333, 157.16667)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Elephant Moraine 87657",8207,"Valid","L6",64.8,"Found",1987,-76.27619,156.45741,"(-76.27619, 156.45741)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Elephant Moraine 87660",8210,"Valid","L6",144.9,"Found",1987,-76.27588,156.45743,"(-76.27588, 156.45743)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Elephant Moraine 87666",8216,"Valid","H4",4.2,"Found",1987,-76.28264,156.44157,"(-76.28264, 156.44157)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Elephant Moraine 87667",8217,"Valid","L6",9,"Found",1987,-76.27585,156.45332,"(-76.27585, 156.45332)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Elephant Moraine 87668",8218,"Valid","L6",70.3,"Found",1987,-76.27743,156.45176,"(-76.27743, 156.45176)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Elephant Moraine 87669",8219,"Valid","L6",25.9,"Found",1987,-76.28208,156.4477,"(-76.28208, 156.4477)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Elephant Moraine 87670",8220,"Valid","L6",17.8,"Found",1987,-76.28324,156.44495,"(-76.28324, 156.44495)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Finger Ridge 01604",10101,"Valid","H5",186.17,"Found",2001,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Elephant Moraine 87672",8222,"Valid","H6",126.3,"Found",1987,-76.26667,156.48604,"(-76.26667, 156.48604)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Elephant Moraine 87673",8223,"Valid","L6",3.8,"Found",1987,-76.28339,156.43525,"(-76.28339, 156.43525)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Elephant Moraine 87674",8224,"Valid","H5",3.9,"Found",1987,-76.26837,156.4676,"(-76.26837, 156.4676)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Elephant Moraine 87675",8225,"Valid","L5",1.6,"Found",1987,-76.18333,157.16667,"(-76.18333, 157.16667)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
